step	loss
113	0.11217636615037918
114	0.02508341148495674
115	0.004272921942174435
116	0.0686899870634079
117	0.08878553658723831
118	0.03844336047768593
119	0.051188766956329346
120	0.0495026595890522
121	0.09133999049663544
122	0.025776907801628113
123	0.043500177562236786
124	0.06466062366962433
125	0.006995759904384613
126	0.04885938763618469
127	0.032215286046266556
128	0.007379971910268068
129	0.02473057620227337
130	0.03565892577171326
131	0.00563281774520874
132	0.03921446204185486
133	0.009830924682319164
134	0.12636592984199524
135	0.043493978679180145
136	0.19513361155986786
137	0.013064557686448097
138	0.037204526364803314
139	0.042807746678590775
140	0.028292585164308548
141	0.06827159225940704
142	0.0523846372961998
143	0.09031186997890472
144	0.04707098752260208
145	0.10804220288991928
146	0.049968257546424866
147	0.0034546474926173687
148	0.019516780972480774
149	0.019185896962881088
150	0.021904127672314644
151	0.025376614183187485
152	0.003826394211500883
153	0.07356318086385727
154	0.1685788631439209
155	0.13875673711299896
156	0.1439957320690155
157	0.07354885339736938
158	0.07305379211902618
159	0.03730906546115875
160	0.018278438597917557
161	0.12860366702079773
162	0.04521144926548004
163	0.1545761525630951
164	0.019548039883375168
165	0.08631281554698944
166	0.026672352105379105
167	0.05141640454530716
168	0.057337962090969086
169	0.0357489176094532
170	0.06763634085655212
171	0.02621765434741974
172	0.013190380297601223
173	0.012900767847895622
174	0.25175046920776367
175	0.18245339393615723
176	0.008903313428163528
177	0.0035993114579468966
178	0.03146296367049217
179	0.158728688955307
180	0.03017364628612995
181	0.010166075080633163
182	0.03236868232488632
183	0.02341151237487793
184	0.10594344884157181
185	0.102960005402565
186	0.0343022421002388
187	0.009142634458839893
188	0.03852890059351921
189	0.006565661635249853
191	0.03685683384537697
192	0.09411478787660599
193	0.12652498483657837
194	0.03668293356895447
195	0.060996849089860916
196	0.0039094965904951096
197	0.01799670420587063
198	0.13827311992645264
199	0.08549203723669052
200	0.18517489731311798
201	0.07356835901737213
202	0.11040792614221573
203	0.028721816837787628
204	0.027758754789829254
205	0.033427558839321136
206	0.03290736675262451
207	0.07286188006401062
208	0.013459107838571072
209	0.014508954249322414
210	0.0026116184890270233
211	0.01666080392897129
212	0.050157878547906876
213	0.07108911871910095
214	0.058413244783878326
215	0.045334964990615845
216	0.0711626410484314
217	0.013571063056588173
218	0.054430652409791946
219	0.017756018787622452
220	0.08016479015350342
221	0.011565553024411201
222	0.03389821574091911
223	0.0039906734600663185
224	0.012772830203175545
225	0.027918659150600433
226	0.00031513161957263947
227	0.032936688512563705
228	0.03903770074248314
229	0.012789304368197918
230	0.07719291746616364
231	0.11710268259048462
232	0.01382524985820055
233	0.05229530856013298
234	0.06150304898619652
235	0.01829245686531067
236	0.15571492910385132
237	0.1862524002790451
238	0.029984621331095695
239	0.010183864273130894
240	0.047425948083400726
241	0.04029045253992081
242	0.0018796890508383512
243	0.019813818857073784
244	0.011132193729281425
245	0.005443536210805178
246	0.07859975099563599
247	0.012307330965995789
248	0.11469900608062744
249	0.2063184529542923
250	0.10314201563596725
251	0.06716848164796829
252	0.05141571909189224
253	0.10135312378406525
254	0.013393329456448555
255	0.010288194753229618
256	0.12965887784957886
257	0.04381624236702919
258	0.0847412496805191
259	0.009428679943084717
260	0.006761016324162483
261	0.04804403707385063
262	0.014662252739071846
263	0.07690004259347916
264	0.06889598071575165
265	0.15914322435855865
266	0.00911861751228571
267	0.02133578434586525
268	0.038665566593408585
269	0.0794123038649559
270	0.15316590666770935
271	0.08657284080982208
272	0.024043230339884758
273	0.02431642822921276
274	0.062104783952236176
275	0.027807315811514854
276	0.03992525488138199
277	0.01845085248351097
278	0.02827734313905239
279	0.05826622247695923
280	0.05965182185173035
281	0.01326556783169508
282	0.00951466616243124
283	0.023563921451568604
284	0.005570706911385059
286	0.010190688073635101
287	0.10001376271247864
288	0.08898386359214783
289	0.004906106740236282
290	0.062251705676317215
291	0.038999054580926895
292	0.027965152636170387
293	0.16234396398067474
294	0.16394272446632385
295	0.1742887794971466
296	0.0186864472925663
297	0.04511632025241852
298	0.0012646480463445187
299	0.0064351377077400684
300	0.010641152039170265
301	0.0028418421279639006
302	0.08179137110710144
303	0.03020465560257435
304	0.06954783946275711
305	0.0016105768736451864
306	0.005236588418483734
307	0.019843192771077156
308	0.05157061293721199
309	0.08464214950799942
310	0.04421200603246689
311	0.2021736204624176
312	0.006210865452885628
313	0.07217434793710709
314	0.004486923571676016
315	0.01073194108903408
316	0.012680443935096264
317	0.016394078731536865
318	0.0021420081611722708
319	0.005676694214344025
320	0.01115245558321476
321	0.0008477939409203827
322	0.0017211424419656396
323	0.0016550818691030145
324	0.01777266152203083
325	0.12654949724674225
326	0.180817112326622
327	0.0012545832432806492
328	0.09654445946216583
329	0.03571385145187378
330	0.045968811959028244
331	0.0637892633676529
332	0.049935851246118546
333	0.060146283358335495
334	0.02508978545665741
335	0.023333650082349777
336	0.08084063231945038
337	0.00014611289952881634
338	0.028380990028381348
339	0.010303192771971226
340	0.008731103502213955
341	0.06405683606863022
342	0.001496518263593316
343	0.12291137874126434
344	0.06493348628282547
345	0.08449970185756683
346	0.08865749835968018
347	0.08337662369012833
348	0.018040722236037254
349	0.02201266400516033
350	0.009370679035782814
351	0.15743368864059448
352	0.024988587945699692
353	0.15679484605789185
354	0.018431279808282852
355	0.022537056356668472
356	0.0064936368726193905
357	0.16719837486743927
358	0.058299124240875244
359	0.007695768028497696
360	0.16513660550117493
361	0.04383334890007973
362	0.027403036132454872
363	0.06100009009242058
364	0.066880002617836
365	0.04209727793931961
366	0.024555370211601257
367	0.0018374439096078277
368	0.00757641764357686
369	0.08392490446567535
370	0.0037809275090694427
371	0.008448782376945019
372	0.017377015203237534
373	0.023432310670614243
374	0.03326258063316345
375	0.023976251482963562
376	0.000920033548027277
377	0.0013554750476032495
378	0.01747293770313263
379	0.0010574421612545848
381	0.030829699710011482
382	0.131938636302948
383	0.04494186490774155
384	0.021952100098133087
385	0.011290800757706165
386	0.012803337536752224
387	0.028041670098900795
388	0.10347582399845123
389	0.0664885938167572
390	0.051735326647758484
391	0.02934439666569233
392	0.020811155438423157
393	0.014674444682896137
394	0.008602872490882874
395	0.010423441417515278
396	0.0034037188161164522
397	0.030057918280363083
398	0.06712521612644196
399	0.003116489853709936
400	0.00856255367398262
401	0.007762373890727758
402	0.030193930491805077
403	0.04418419674038887
404	0.05130191147327423
405	0.03318586200475693
406	0.17643052339553833
407	0.002465533558279276
408	0.007571331690996885
409	0.05831772834062576
410	0.013149963691830635
411	0.008487083949148655
412	0.002750429790467024
413	0.02129114791750908
414	0.003434055019170046
415	0.0029883957467973232
416	0.004966514650732279
417	0.006674499716609716
418	0.0015832341741770506
419	0.0022614486515522003
420	0.09560157358646393
421	0.1655483990907669
422	0.025820869952440262
423	0.056697141379117966
424	0.034076571464538574
425	0.0021843002177774906
426	0.06450371444225311
427	0.019461609423160553
428	0.11003421247005463
429	0.01131426077336073
430	0.02995472401380539
431	0.05457254499197006
432	0.0021859256085008383
433	0.03633803501725197
434	0.07457365840673447
435	0.0034162497613579035
436	0.012717803940176964
437	0.0016149389557540417
438	0.06023498624563217
439	0.053468845784664154
440	0.13597653806209564
441	0.19873832166194916
442	0.0038735365960747004
443	0.0693645030260086
444	0.017128167673945427
445	0.002395119285210967
446	0.1404247134923935
447	0.0514029823243618
448	0.09341607242822647
449	0.007454871200025082
450	0.003483097068965435
451	0.006624359637498856
452	0.011473308317363262
453	0.08286981284618378
454	0.04460123926401138
455	0.06110820546746254
456	0.01315242424607277
457	0.0025307447649538517
458	0.012789556756615639
459	0.02056073397397995
460	0.05785410851240158
461	0.007028047926723957
462	0.0076357657089829445
463	0.014276091009378433
464	0.026829516515135765
465	0.030713748186826706
466	0.012140195816755295
467	0.01711462438106537
468	0.012230608612298965
469	0.007730517536401749
470	0.04180864617228508
471	0.04921003431081772
472	0.00040005522896535695
473	0.029675651341676712
474	0.004679840058088303
